filename,platform,version,ext_id,lib_id
background.js,chrome,1.0.6,cagkolkoopkmdcaohlgbedabcbokkbom,sha512-DOdJm5t4XNuTLYBbSHABAbgHn1sPQvE_r1FFUZiD9aUYbm_oE2_I9HmoIaWkCBAVRQBHPYMRGvKiNcG5IgAwoA__
injectedXhr.js,chrome,1.0.6,cagkolkoopkmdcaohlgbedabcbokkbom,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
sys-content.js,chrome,2.0.9,inhkambhljkccaciigjifkfmlcpebinj,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,2.0.9,inhkambhljkccaciigjifkfmlcpebinj,sha512-cSAbi6D3iYCP7F5hL0Mx7f1IGFT3ouUbZIHc3Vi_hiemiDE5eQoBA7ZMuWRGnVZm9HdWHe8TASSARoI1AhCgoQ__
content-sidebar.js,chrome,2.0.9,inhkambhljkccaciigjifkfmlcpebinj,sha512-yaXo7ZpVlZx_6mjCDIaoBXUvqzGqwlHCOdnRhJHUa7gccpXBO8jq8mL2GpOBS2waVMRhvC_BcJZK03TgF2t1iw__
newtab-app.js,chrome,2.0.9,inhkambhljkccaciigjifkfmlcpebinj,sha512-iqPgmagPhW5pT4EG7TfCLIeA9GAw3q385sYxmOrbnWlcw4pmfVvQ3DMk9b9biDCvfbzgBsh8GuoAmkToGhvXfQ__
background.js,chrome,1.0.8,efmbknlpceedfcinkcabmeadeppafgde,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
content.js,chrome,1.0.8,efmbknlpceedfcinkcabmeadeppafgde,sha512-vaL9NUGMhcMhJ4uiJ3K_09y67EiNOD9OUp8IwrGS_qak6XxRZKBU0x9XTlcC29M_b9kJ0kymcqqtkE6en34VoA__
popup.js,chrome,1.0.8,efmbknlpceedfcinkcabmeadeppafgde,sha512-Ip7NLiV78wq1DliaMoWLI6ySSftRTfpKEhkKPY5DLPaWhn_x_gM1sp0q4bbFkN_ck_tgbMxQZDybet_YD_IIFQ__
content.js,chrome,1.0.9,efmbknlpceedfcinkcabmeadeppafgde,sha512-WVKDVHRcGa_EhryoOucxnXjj1d9iOvn6SFGB9BXflId5OVQoJqi_gkAE3HFSgW_EWFsJe0AKYmCoEe5o4g9zaQ__
popup.js,chrome,1.0.9,efmbknlpceedfcinkcabmeadeppafgde,sha512-mUMVuxVcQ6W7G3qDnMIDvHqqMrbcDPWj_SxYp6YG6X7ccXzJOq8pdEYXyMmUna4n91Rjf4x5281_iPrGrWQgCQ__
background.js,chrome,1.0.9,efmbknlpceedfcinkcabmeadeppafgde,sha512-4PFD5mRHTMSDEx5_Q2nUMd8acL4vCjFkK_BemPPwBMML9dAMd0tIMox5dn0rgk4vkReng7WieYkSF558GNNzFA__
content-sidebar.js,chrome,2.0.9,khajfkakeeoaichaecckgkmbamdbhfmp,sha512-WXeQb5CnTBN0nd_N1bc5zPmg9Buq9pjEhmrfwTTZkV7d7mHPl2iuymqmT63TY7MLQ_wg31ulksFFDGL3rYnkmA__
newtab-app.js,chrome,2.0.9,khajfkakeeoaichaecckgkmbamdbhfmp,sha512-Iu8MLgZNbMud1hrP1fDRMjR9KNI1hHuSGKULY3xWnRLDoQ7aS3XHigA0F4Ywo8hMf5NtoUAz4_O_ph3Ps_ay9g__
sys-content.js,chrome,2.0.9,khajfkakeeoaichaecckgkmbamdbhfmp,sha512-S_HO7FH_QbUOWM8AkTikPASU_czuL2AHUnb__EkU7PljTKEiZAtx0HQIb6YNdT02ghNJfNAiJqnwnjK317EmEw__
background.js,chrome,2.0.9,khajfkakeeoaichaecckgkmbamdbhfmp,sha512-STp30E0lsIhrrbPmd5_0HpCeF4WI1lji2JllwRwc6oqoqh0Z0kgTE_vMWmODXrm3cWfgam6xs_1cbKqtvplLlw__
sys-content.js,chrome,1.1.0,oiajfnpkjplaplljpndjlkleohiidlle,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.1.0,oiajfnpkjplaplljpndjlkleohiidlle,sha512-qhUSlTFxRwz_yXshbYiRUyCAPH9GGEVUg2yH50sSyMR7tO6EsbfdfqB_P7H5v4HbbRjcSpMwVzmba3q9Axw3eQ__
content-sidebar.js,chrome,1.1.0,oiajfnpkjplaplljpndjlkleohiidlle,sha512-Kwiy55RWUUuqaBKs7WCKSZ_iIR_gFabV_24r5Z6c3tgTw2M5zGzfcpE3_zckQcWk5dPyUgar1EjjMuxmJNmDSw__
newtab-app.js,chrome,1.1.0,oiajfnpkjplaplljpndjlkleohiidlle,sha512-u29TNH9kdzACXnb_Nvr7DBbYsKifcGe_dV3ni5KHwe1um5FQ6ie98OdV6wXujTdOEuo_s2se_SgU7P62YxRROA__
sys-content.js,chrome,2.0.9,bfoofgelpmalhcmedaaeogahlmbkopfd,sha512-ZQrQMIDKAWfpV8MdPmaJ3H2eaLMgpqkF2MI64Qyxtuj_ZjebyaGlvKX63Am8LlRwGWJ7CgIOYmQfqel65YlcJA__
newtab-app.js,chrome,2.0.9,bfoofgelpmalhcmedaaeogahlmbkopfd,sha512-7_TKjlY2QGNaGTAeRyikudBNKUHWfhkuCqNpiWc7IJ_D2bJ1hwOQKvPljVatMy1lImZkgn0FHhOVOJQisw7Qkg__
content-sidebar.js,chrome,2.0.9,bfoofgelpmalhcmedaaeogahlmbkopfd,sha512-T8wXXsX8muosPcf6yL4uf8Henp6PXT8Ac8CPGYdnSA0K8qlyhDsTpEmiIyhqRu_NH3XM7J2Ga3B5PbzU0MWQIQ__
background.js,chrome,2.0.9,bfoofgelpmalhcmedaaeogahlmbkopfd,sha512-7gpupWSJVT2sZ4BDVhCe7t5Fpd9ZNugVTEN8c7f6m_DjrTLdeuyH8QVg6xM60xBjnQ_iKzh49UfSRZWfUEX_LQ__
sys-content.js,chrome,2.0.9,dldbnajnnnbnlenmgjbffemkpekengno,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,2.0.9,dldbnajnnnbnlenmgjbffemkpekengno,sha512-4_ZrE55fzB48riu_gl25EBd1FE5yItjSoYbxiNhbn2e4YUQaQQd2tNxEMciDHAVX_5z0Ukbaehw4ydSDbpwOJw__
content-sidebar.js,chrome,2.0.9,dldbnajnnnbnlenmgjbffemkpekengno,sha512-Xywh0x692_2eJ4gU7CDqncRsBrf3V5eINuvMlEGimEWEMBEHxrJOnbICKC6klS8d8mayZO2UtshiaCRH9vbIxw__
newtab-app.js,chrome,2.0.9,dldbnajnnnbnlenmgjbffemkpekengno,sha512-eezDu74uF_TJ89O_aXQ7GQMPs4JuB6zSHTWqvNmi_ZMDrKjg_Wfk0_BtfFv3u5g9ZnwszKBWOG8r03ip9_lRCQ__
newtab-app.js,chrome,1.1.0,njlgoioohijdnoiodblkhmodkkmgkcig,sha512-1ClAvpROHdkf47HIXx75tE0T9OjlbMeZ_K83wB_2bEK32kOnof7LDzm5ULLHmUIsqauK7Hr7MpyUzrK_JogWug__
sys-content.js,chrome,1.1.0,njlgoioohijdnoiodblkhmodkkmgkcig,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.1.0,njlgoioohijdnoiodblkhmodkkmgkcig,sha512-OCL1NaI6blEOVrKo6Q7xs2b9uvttZBPRnt_igroD2o9QjYb_eWtAclLE_FKrpmF93dT_nSCrLq6UjmFEc06CmA__
content-sidebar.js,chrome,1.1.0,njlgoioohijdnoiodblkhmodkkmgkcig,sha512-NAy8Fp3mT5CH_Xp3eSfT2cUBqmmapSKzQTJJl_m2Wzd2t257a5nVwjbMjmdiHeFc9p3Ij22yOTFKpWXGQkHBKQ__
background.js,chrome,1.1.0,ekidgbjgcgpbppjoamjiiajmblcohabd,sha512-ThVlukaScU8obC153VHiyLC2Qtk4aGkTcU45CNHddg0QEB_PQIFmTCSt9RyTp6f23Sd1Fs5FHsujGKJn77ttFg__
content-sidebar.js,chrome,1.1.0,ekidgbjgcgpbppjoamjiiajmblcohabd,sha512-xfolpgcMSXGl_BHb2qiKrzLgJjwHtY01BCVMxPNk8lu5XdesyLP__4tBru_F3scxQdH3Z2ppGszqXszxbvVB5g__
newtab-app.js,chrome,1.1.0,ekidgbjgcgpbppjoamjiiajmblcohabd,sha512-NAWWfIljT1DNngx_ekCd1_q_3Q5ZhLSnwDsBHDQEY6IqUywskwg2HJKXYMnuMBq_oCCyOCyEfhVu1x7V_DYi9w__
sys-content.js,chrome,1.1.0,ekidgbjgcgpbppjoamjiiajmblcohabd,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
sys-content.js,chrome,2.0.9,ejefkchjbciiocemjjjffahobapgkokf,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,2.0.9,ejefkchjbciiocemjjjffahobapgkokf,sha512-GJVsKl4VUjmazO_t7Rogtp3LNniKM_N0Xukgimo8ZuY0q_U_p_A6yUxQzqlFFn64FjS2cJMxkz3F4thBTVLAXg__
content-sidebar.js,chrome,2.0.9,ejefkchjbciiocemjjjffahobapgkokf,sha512-hleiF2CJTn_4ZJdxp8A6wF7POToW1xWs7N07nJrHR0gwvfhbDcRv_PgzoAnIO7k0vUviITzhp_yqK9WIYVM5Dw__
newtab-app.js,chrome,2.0.9,ejefkchjbciiocemjjjffahobapgkokf,sha512-n1iXLYrYfC43EjeGlNiusmPQy2GYN43qPFlg7ex5_pfig5wHD6HhwaM9N9XmtZKLTaMceM8_SzpHXpOyl32qdA__
background.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-5eglKKhXeNGoXL9ROliJLB6CN42MaaWahkSQcf61vpi1Ge0yWeH5vgBHDRIWjERXkK87SdHplvbRIDUg74YgOA__
content-sidebar.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-zXrTKRu681OgVr7POnLJgL02OtBAwnlET0jwhvN9vcfMlJGwsRDh8vM_ykM6VdIG2GIcnb5Wj_BZpXtmhmh_yA__
newtab-app.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-1jjue_EHTnceImMU5JAStMgTvjl3338pcwXZyQYqiP8D47Kehw2RUpx20AgrmAAS_ZdpteuEE_OxrvKK1JI2jw__
sys-content.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
alpine-collaspe.min.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-_wqVs8YYEcOnzM4QnWbBnmbM90DdsTZYsgP6bmjn_HJBHeU4o1uO59TBblotJATRiiAOnac9gzYtVJ8h1N8DLQ__
alpine-persist.min.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-8J_rHM582_DOrNlnTCjUuV_i5U5JkXmofavuTte2FhaCcGFtVROTvwSgyr64iLmi4rXGr4NaN5XisgO4Ojp_Jg__
alpine.min.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-9Xa1z0RoqquTOl_8YQjMaqpNFDjnwzRAeqNR2CBSTBWck1KMAW9xRRNChEJQVTwSEzhoUvNrLs_C2wrwkfisAA__
custom.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-J0H6bgOWIbk9ibLqD57EzlbDZVAAFwEyQG37sb0txGG3HYGHls2clD6I6fibcNIFc6E9pYREUpfeOf9lRDzagA__
ws.js,chrome,1.1.0,dmnopdmknoocmplpjbgjpncgajiclbhj,sha512-_wwqimK_gYep4yqqYi6UIAtABSbx7tdkI9G2eYxU9AEXkZQHk1moHoO18a8bmzJ7js70V_nwmhwTwxs_0rmtUA__
newtab-app.js,chrome,1.1.0,cpfmdgaoacbgminnmjlandlhjnddnkfj,sha512-_NCFsiOI1EUFbiK2T0U5xyDLdiRcqbg2B1KdHSLYaTf002XOLlWpXFUBlohF8gOAB1kiOlF_7geLOZ4BNPoH6g__
sys-content.js,chrome,1.1.0,cpfmdgaoacbgminnmjlandlhjnddnkfj,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.1.0,cpfmdgaoacbgminnmjlandlhjnddnkfj,sha512-M80hCMTIvDIziZACMDsAiLYwX75CMHWlFxXlAmkkeSg_NXHq5Dih3aQ1IecUHYUE96dKpHhNaMKfxSkfxNC_mg__
content-sidebar.js,chrome,1.1.0,cpfmdgaoacbgminnmjlandlhjnddnkfj,sha512-PIh2bjnFwOHlatQOCGylQhJxw6nC3vDy139F7RH_8_ssAlc9OWwckrYaOk_8WMVzwEJmKQioIF1ho0XkHDGiag__
content-sidebar.js,chrome,1.1.0,heljkmdknlfhiecpknceodpbokeipigo,sha512-VFClYH6vUJMY_gVcFj_a1sONhcuu0AkNUZXHlqOW7k_kYGQSbRQnfUov_QkYqaWpxXUMv8h2HFo87iHQ3byRjQ__
newtab-app.js,chrome,1.1.0,heljkmdknlfhiecpknceodpbokeipigo,sha512-vuksdzAuDcWwkZyPrENfRfDp14sKBzso0Q_ut5VR10AJRPP7KoJBAA1N9zX1zx1EkjgMBmU1j2qJGqf_uqXXig__
sys-content.js,chrome,1.1.0,heljkmdknlfhiecpknceodpbokeipigo,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.1.0,heljkmdknlfhiecpknceodpbokeipigo,sha512-sILQDNMREYPEoaofSlhSbL0gmARwvWeMofjLs5g0ntRxzUwIwhG9YeqZLAR8k2AcR9aHCpDCi7wQ6_4OpUfMmA__
